测试类型,文件,编号,推荐分,特征标签,回放链接,json绝对地址,数据目录,类型,总赢,倍率,请求数,掉落次数,补牌总数,消除位置总数,wp中奖位置总数,wild总数(可见盘面),单次最大wild数(可见盘面),是否免费旋转,免费送胡,是否金色百搭,中奖线,Scatter,起始SID,结束SID,spinId,起始余额,结束余额,为什么要测
连消/掉落,100.json,100,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=100,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/100.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,152.00,3.80,3,2,11,12,12,1,1,否,否,是,1,0,700782,700785,9491779692518156,9475012.0,9475124.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,770.json,770,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=770,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/770.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,148.00,3.70,4,3,13,14,14,1,1,否,否,是,1,1,703791,703795,7201779695343067,9465690.0,9465798.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,574.json,574,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=574,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/574.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,140.00,3.50,3,2,11,11,11,0,0,否,否,是,1,0,703077,703082,7361779694793402,9468004.0,9468104.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,290.json,290,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=290,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/290.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,130.00,3.25,3,2,11,11,11,0,0,否,否,是,1,1,701473,701479,5801779692980825,9473116.0,9473206.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,589.json,589,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=589,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/589.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,128.00,3.20,4,3,13,13,13,0,0,否,否,是,1,1,703129,703136,3571779694819335,9467956.0,9468044.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,332.json,332,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=332,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/332.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,128.00,3.20,3,2,11,11,11,0,0,否,否,是,1,0,702370,702374,6851779694162522,9473642.0,9473730.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,863.json,863,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=863,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/863.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,120.00,3.00,3,2,11,11,11,0,0,否,否,是,1,1,704074,704077,5321779695543651,9467352.0,9467432.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,989.json,989,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=989,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/989.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,120.00,3.00,3,2,11,12,12,1,1,否,否,是,1,0,704395,704398,6561779695771884,9464954.0,9465034.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,260.json,260,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=260,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/260.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,120.00,3.00,2,1,8,8,8,0,0,否,否,是,1,1,701394,701395,7221779692924674,9472704.0,9472784.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,452.json,452,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=452,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/452.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,120.00,3.00,2,1,8,8,8,0,0,否,否,是,1,1,702737,702738,5861779694580319,9470882.0,9470962.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,696.json,696,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=696,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/696.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,120.00,3.00,2,1,8,8,8,0,0,否,否,是,1,1,703537,703540,6841779695149401,9466154.0,9466234.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,317.json,317,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=317,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/317.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,112.00,2.80,4,3,12,13,14,1,1,否,否,是,2,0,702321,702329,7801779694134005,9474074.0,9474146.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,431.json,431,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=431,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/431.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,100.00,2.50,2,1,12,12,12,0,0,否,否,是,2,0,702707,702709,6071779694552704,9471614.0,9471674.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,569.json,569,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=569,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/569.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,96.00,2.40,3,2,10,10,10,0,0,否,否,是,1,2,703060,703066,7141779694782336,9468108.0,9468164.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,741.json,741,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=741,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/741.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,96.00,2.40,3,2,8,8,8,0,0,否,否,是,1,1,703729,703733,6541779695292568,9465962.0,9466018.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,305.json,305,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=305,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/305.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,88.00,2.20,3,2,8,8,8,0,0,否,否,是,1,1,702264,702270,2891779694094990,9472866.0,9472914.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,593.json,593,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=593,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/593.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,88.00,2.20,3,2,9,10,10,1,1,否,否,是,1,1,703143,703148,5771779694830135,9467924.0,9467972.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,924.json,924,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=924,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/924.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,80.00,2.00,4,3,12,13,14,1,1,否,否,是,2,1,704217,704222,3081779695642417,9465316.0,9465356.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,117.json,117,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=117,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/117.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,80.00,2.00,3,2,11,11,11,0,0,否,否,是,1,1,700820,700825,9251779692544241,9474820.0,9474860.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,256.json,256,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=256,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/256.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,80.00,2.00,3,2,10,10,10,0,0,否,否,是,1,2,701379,701381,8981779692909824,9472464.0,9472504.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,005.json,5,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=5,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/005.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,80.00,2.00,2,1,7,7,7,0,0,否,否,是,1,0,700483,700485,9381779692363574,9477956.0,9477996.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,040.json,40,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=40,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/040.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,80.00,2.00,2,1,6,7,7,1,1,否,否,是,1,0,700609,700611,7421779692427907,9476824.0,9476864.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,066.json,66,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=66,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/066.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,80.00,2.00,2,1,7,7,7,0,0,否,否,是,1,0,700683,700684,3391779692462573,9475892.0,9475932.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,105.json,105,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=105,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/105.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,80.00,2.00,2,1,7,7,7,0,0,否,否,是,1,0,700792,700794,9031779692526989,9474964.0,9475004.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,124.json,124,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=124,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/124.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,80.00,2.00,2,1,6,7,7,1,1,否,否,是,1,0,700841,700842,6121779692558643,9474680.0,9474720.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,149.json,149,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=149,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/149.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,80.00,2.00,2,1,7,7,7,0,0,否,否,是,1,0,700982,700983,9721779692663143,9474068.0,9474108.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,177.json,177,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=177,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/177.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,80.00,2.00,2,1,7,7,7,0,0,否,否,是,1,0,701058,701061,3531779692705626,9473256.0,9473296.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,353.json,353,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=353,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/353.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,80.00,2.00,2,1,6,6,6,0,0,否,否,是,1,1,702493,702494,9551779694297254,9473666.0,9473706.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,575.json,575,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=575,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/575.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,80.00,2.00,2,1,4,4,4,0,0,否,否,是,1,1,703086,703087,3371779694798152,9468104.0,9468144.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,595.json,595,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=595,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/595.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,80.00,2.00,2,1,6,6,6,0,0,否,否,是,1,0,703154,703155,1741779694837469,9467932.0,9467972.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,800.json,800,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=800,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/800.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,80.00,2.00,2,1,7,7,7,0,0,否,否,是,1,0,703871,703872,7701779695403816,9465062.0,9465102.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,853.json,853,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=853,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/853.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,80.00,2.00,2,1,7,7,7,0,0,否,否,是,1,1,704044,704047,1371779695527866,9467592.0,9467632.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,854.json,854,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=854,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/854.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,80.00,2.00,2,1,7,7,7,0,0,否,否,是,1,0,704050,704052,9001779695531533,9467632.0,9467672.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,959.json,959,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=959,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/959.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,80.00,2.00,2,1,6,6,6,0,0,否,否,是,1,0,704332,704333,9561779695721649,9465592.0,9465632.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,663.json,663,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=663,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/663.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,76.00,1.90,3,2,10,11,11,1,1,否,否,是,1,0,703382,703384,9841779695019986,9466198.0,9466234.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,535.json,535,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=535,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/535.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,70.00,1.75,3,2,8,9,9,1,1,否,否,是,1,0,702969,702972,8181779694731802,9469238.0,9469268.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,403.json,403,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=403,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/403.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,68.00,1.70,3,2,8,8,8,0,0,否,否,是,1,1,702655,702658,9261779694507205,9472106.0,9472134.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,120.json,120,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=120,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/120.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,60.00,1.50,2,1,6,7,7,1,1,否,否,是,1,0,700831,700832,9611779692552958,9474780.0,9474800.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,627.json,627,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=627,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/627.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,60.00,1.50,2,1,4,4,4,0,0,否,否,是,1,0,703254,703255,7721779694893452,9466970.0,9466990.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,788.json,788,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=788,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/788.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,60.00,1.50,2,1,7,7,7,0,0,否,否,是,1,0,703845,703846,6491779695382317,9465258.0,9465278.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,555.json,555,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays1/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842&debugStart=555,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842/555.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong1date/0525_0842,普通中奖,56.00,1.40,3,2,9,9,9,0,0,否,否,是,1,0,703020,703023,3641779694760153,9468604.0,9468620.0,3段连消/续转 / 金色符号/百搭转换
