测试类型,文件,编号,推荐分,特征标签,回放链接,json绝对地址,数据目录,类型,总赢,倍率,请求数,掉落次数,补牌总数,消除位置总数,wp中奖位置总数,wild总数(可见盘面),单次最大wild数(可见盘面),是否免费旋转,免费送胡,是否金色百搭,中奖线,Scatter,起始SID,结束SID,spinId,起始余额,结束余额,为什么要测
连消/掉落,093.json,93,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=93,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/093.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,144.00,3.60,3,2,15,15,15,0,0,否,否,是,2,0,675979,675983,6791779667357509,9464442.0,9464546.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,327.json,327,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=327,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/327.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,140.00,3.50,3,2,10,10,10,0,0,否,否,是,1,1,676975,676979,8611779669101860,9466060.0,9466160.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,390.json,390,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=390,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/390.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,136.00,3.40,4,3,20,20,20,0,0,否,否,是,2,2,677318,677321,7991779669575275,9473996.0,9474092.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,348.json,348,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=348,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/348.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,128.00,3.20,3,2,11,12,12,1,1,否,否,是,1,1,677104,677106,2221779669297243,9471162.0,9471250.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,090.json,90,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=90,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/090.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,120.00,3.00,4,3,14,16,16,2,1,否,否,是,1,1,675966,675972,4831779667348442,9464442.0,9464522.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,117.json,117,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=117,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/117.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,120.00,3.00,3,2,13,14,14,1,1,否,否,是,1,0,676077,676080,5501779667508407,9465746.0,9465826.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,822.json,822,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=822,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/822.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,120.00,3.00,3,2,11,12,12,1,1,否,否,是,1,0,678677,678679,7481779671286770,9475654.0,9475734.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,760.json,760,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=760,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/760.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,120.00,3.00,2,1,8,8,8,0,0,否,否,是,1,0,678315,678316,7441779670768712,9471134.0,9471214.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,003.json,3,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=3,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/003.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,112.00,2.80,3,2,11,12,12,1,1,否,否,是,1,0,675730,675733,5721779667055981,9462146.0,9462218.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,811.json,811,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=811,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/811.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,102.00,2.55,3,2,8,9,10,1,1,否,否,是,2,0,678660,678662,6841779671268636,9475944.0,9476006.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,572.json,572,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=572,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/572.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,100.00,2.50,3,2,10,11,11,1,1,否,否,是,1,0,677881,677883,4881779670289380,9472984.0,9473044.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,401.json,401,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=401,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/401.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,98.00,2.45,3,2,11,12,12,1,1,否,否,是,1,1,677340,677342,4371779669599628,9473742.0,9473800.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,054.json,54,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=54,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/054.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,96.00,2.40,3,2,11,12,12,1,1,否,否,是,1,1,675843,675845,8611779667165192,9461476.0,9461532.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,932.json,932,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=932,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/932.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,94.00,2.35,4,3,14,16,16,2,1,否,否,是,1,1,678938,678941,7771779671522434,9473240.0,9473294.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,880.json,880,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=880,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/880.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,92.00,2.30,4,3,20,22,24,2,2,否,否,是,2,1,678827,678830,2091779671415635,9474218.0,9474270.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,487.json,487,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=487,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/487.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,86.00,2.15,4,3,19,19,19,0,0,否,否,是,2,2,677546,677550,8421779669846644,9473238.0,9473284.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,177.json,177,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=177,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/177.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,86.00,2.15,3,2,11,13,14,2,1,否,否,是,2,1,676201,676204,2911779667634873,9465028.0,9465074.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,828.json,828,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=828,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/828.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,82.00,2.05,4,3,14,14,14,0,0,否,否,是,1,0,678701,678705,5471779671304719,9475604.0,9475646.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,961.json,961,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=961,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/961.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,82.00,2.05,4,3,19,19,19,0,0,否,否,是,2,0,679179,679182,1351779671953366,9477430.0,9477472.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,642.json,642,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=642,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/642.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,80.00,2.00,2,1,6,7,7,1,1,否,否,是,1,0,678102,678103,7761779670540879,9472910.0,9472950.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,889.json,889,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=889,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/889.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,80.00,2.00,2,1,7,7,7,0,0,否,否,是,1,1,678844,678845,4691779671438453,9474128.0,9474168.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,941.json,941,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=941,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/941.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,76.00,1.90,4,3,11,11,11,0,0,否,否,是,1,0,679026,679029,3241779671641167,9474058.0,9474094.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,101.json,101,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=101,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/101.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,76.00,1.90,3,2,10,11,12,1,1,否,否,是,2,0,676000,676002,4551779667374692,9464352.0,9464388.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,036.json,36,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=36,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/036.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,72.00,1.80,3,2,16,16,16,0,0,否,否,是,2,0,675803,675805,8081779667123043,9461990.0,9462022.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,952.json,952,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=952,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/952.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,72.00,1.80,3,2,11,11,11,0,0,否,否,是,1,1,679076,679078,8631779671756999,9475152.0,9475184.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,099.json,99,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=99,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/099.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,72.00,1.80,2,1,8,8,8,0,0,否,否,是,1,0,675996,675997,1721779667370642,9464360.0,9464392.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,892.json,892,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=892,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/892.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,72.00,1.80,2,1,8,8,8,0,0,否,否,是,1,1,678852,678853,7551779671445401,9474100.0,9474132.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,762.json,762,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=762,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/762.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,70.00,1.75,3,2,9,9,9,0,0,否,否,是,1,1,678318,678320,6581779670772295,9471174.0,9471204.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,578.json,578,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=578,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/578.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,68.00,1.70,4,3,18,18,18,0,0,否,否,是,2,1,677895,677898,6871779670312064,9473002.0,9473030.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,577.json,577,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=577,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/577.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,68.00,1.70,3,2,14,15,16,1,1,否,否,是,2,1,677892,677894,6841779670307230,9472974.0,9473002.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,120.json,120,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=120,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/120.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,66.00,1.65,3,2,13,13,13,0,0,否,否,是,2,0,676085,676088,9751779667514857,9465746.0,9465772.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,037.json,37,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=37,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/037.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,64.00,1.60,3,2,13,15,16,2,1,否,否,是,2,1,675806,675808,9051779667127810,9462022.0,9462046.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,491.json,491,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=491,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/491.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,62.00,1.55,4,3,13,14,14,1,1,否,否,是,1,0,677558,677562,8101779669859760,9473170.0,9473192.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,729.json,729,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=729,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/729.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,62.00,1.55,3,2,15,16,17,1,1,否,否,是,2,0,678264,678266,9021779670702562,9471710.0,9471732.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,182.json,182,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=182,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/182.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,60.00,1.50,4,3,12,12,12,0,0,否,否,是,1,2,676215,676221,8111779667647840,9464922.0,9464942.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,418.json,418,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=418,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/418.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,60.00,1.50,3,2,14,14,14,0,0,否,否,是,2,0,677374,677378,8621779669644111,9473598.0,9473618.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,522.json,522,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=522,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/522.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,60.00,1.50,2,1,6,6,6,0,0,否,否,是,1,1,677786,677787,4521779670189515,9474250.0,9474270.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,646.json,646,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=646,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/646.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,60.00,1.50,2,1,7,7,7,0,0,否,否,是,1,1,678112,678113,3671779670550379,9472836.0,9472856.0,2段连消/续转 / 金色符号/百搭转换
连消/掉落,553.json,553,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=553,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/553.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,56.00,1.40,4,3,14,16,17,2,1,否,否,是,2,2,677836,677841,9341779670249247,9473574.0,9473590.0,4段连消/续转 / 金色符号/百搭转换
连消/掉落,088.json,88,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=88,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/088.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,56.00,1.40,3,2,8,9,9,1,1,否,否,是,1,0,675958,675962,4611779667342808,9464466.0,9464482.0,3段连消/续转 / 金色符号/百搭转换
连消/掉落,469.json,469,75,金色/百搭,https://fish-games.s3.amazonaws.com/MahjongWays2/index.html?env=ceshislot.osshaiwai.com&hasFloat=0&token=436475c81b51e6893c740657870f86b7&language=en&debug=1&debugDataPath=https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433&debugStart=469,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433/469.json,https://raw.githubusercontent.com/jygameclub/testdataapi/main/mahjong2date/0525_0433,普通中奖,56.00,1.40,3,2,11,12,12,1,1,否,否,是,1,0,677508,677511,9691779669817128,9473880.0,9473896.0,3段连消/续转 / 金色符号/百搭转换
